name,Product,product_uom,product_qty,yield,Don't Import,BoM Lines / Product Unit of Measure,BoM Lines / Product Quantity,bom_lines/component_type,type,BoM Lines / Product
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CSH0280100 ,Pcs,12,kemas_sekunder,,CSH0280100
,,,,, LBK0100100 ,Pcs,12,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Camicyclin 250 mg Strip,Camicyclin 250 mg Strip,Kpsul,120000,, ATH0010101 ,kg,30, raw_material ,Normal,ATH0010101
,,,,, ATH0010201 ,kg,30, raw_material ,,ATH0010201
,,,,, BCS0030101 ,kg,1.401, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,1.401, raw_material ,,BCS0030201
,,,,, BTA0010101 ,kg,1.845, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,1.845, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,1.845, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,1.845, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.115, raw_material ,,BMS0010101
,,,,, BCN0120101 ,Pcs,"120,000.00", raw_material ,,BCN0120101
,,,,, CBA0010100 ,Roll,3,kemas_primer,,CBA0010100
,,,,, CFA0070100 ,Roll,3,kemas_primer,,CFA0070100
,,,,, CBR0210100 ,Pcs,"1,200",kemas_sekunder,,CBR0210100
,,,,, CBR0210200 ,Pcs,"1,200",kemas_sekunder,,CBR0210200
,,,,, CBR0210300 ,Pcs,"1,200",kemas_sekunder,,CBR0210300
,,,,, CIN0250100 ,Pcs,"1,200",kemas_sekunder,,CIN0250100
,,,,, CIN0250200 ,Pcs,"1,200",kemas_sekunder,,CIN0250200
,,,,, CIN0250300 ,Pcs,"1,200",kemas_sekunder,,CIN0250300
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CSH0300100 ,Pcs,24,kemas_sekunder,,CSH0300100
,,,,, LBK0100100 ,Pcs,24,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Camicyclin 500 mg Strip,Camicyclin 500 mg Strip,Kpsul,60000,, ATH0010101 ,kg,30, raw_material ,,ATH0010101
,,,,, ATH0010201 ,kg,30, raw_material ,,ATH0010201
,,,,, BCS0030101 ,kg,0.3, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,0.3, raw_material ,,BCS0030201
,,,,, BTA0010101 ,kg,1.5, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,1.5, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,1.5, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,1.5, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.3, raw_material ,,BMS0010101
,,,,, BCN0020101 ,Pcs,"60,000.00", raw_material ,,BCN0020101
,,,,, CBA0030100 ,Roll,1,kemas_primer,,CBA0030100
,,,,, CFA0110100 ,Roll,1,kemas_primer,,CFA0110100
,,,,, CBR0220100 ,Pcs,601,kemas_sekunder,,CBR0220100
,,,,, CBR0220200 ,Pcs,601,kemas_sekunder,,CBR0220200
,,,,, CBR0220300 ,Pcs,601,kemas_sekunder,,CBR0220300
,,,,, CIN0260100 ,Pcs,601,kemas_sekunder,,CIN0260100
,,,,, CIN0260200 ,Pcs,601,kemas_sekunder,,CIN0260200
,,,,, CIN0260300 ,Pcs,601,kemas_sekunder,,CIN0260300
,,,,, CSH0280100 ,Pcs,12,kemas_sekunder,,CSH0280100
,,,,, LBK0100100 ,Pcs,13,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Camitrosin 250 mg Strip,Camitrosin 250 mg Strip,Kpsul,86480,, AES0010101 ,kg,30, raw_material ,Normal,AES0010101
,,,,, AES0010201 ,kg,30, raw_material ,,AES0010201
,,,,, AES0010301 ,kg,30, raw_material ,,AES0010301
,,,,, AES0010401 ,kg,30, raw_material ,,AES0010401
,,,,, AES0010501 ,kg,30, raw_material ,,AES0010501
,,,,, BCS0030101 ,kg,0.779, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,0.779, raw_material ,,BCS0030201
,,,,, BSL0010101 ,kg,1.038, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,1.038, raw_material ,,BSL0010201
,,,,, BSS0020101 ,kg,0.692, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,0.692, raw_material ,,BSS0020201
,,,,, BTA0010101 ,kg,1.038, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,1.038, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,1.038, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,1.038, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.519, raw_material ,,BMS0010101
,,,,, BCN0060101 ,Pcs,"86,480.00", raw_material ,,BCN0060101
,,,,, CBA0010100 ,Roll,2,kemas_primer,,CBA0010100
,,,,, CFA0160100 ,Roll,2,kemas_primer,,CFA0160100
,,,,, CBR0370100 ,Pcs,864,kemas_sekunder,,CBR0370100
,,,,, CBR0370200 ,Pcs,864,kemas_sekunder,,CBR0370200
,,,,, CBR0370300 ,Pcs,864,kemas_sekunder,,CBR0370300
,,,,, CIN0410100 ,Pcs,864,kemas_sekunder,,CIN0410100
,,,,, CIN0410200 ,Pcs,864,kemas_sekunder,,CIN0410200
,,,,, CIN0410300 ,Pcs,864,kemas_sekunder,,CIN0410300
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CSH0280100 ,Pcs,18,kemas_sekunder,,CSH0280100
,,,,, LBK0100100 ,Pcs,18,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Chlorampenicol 250 mg Pot 1000,Chlorampenicol 250 mg Pot 1000,Kpsul,120000,, ACB0010101 ,kg,30, raw_material ,Normal,ACB0010101
,,,,, ACB0010201 ,kg,30, raw_material ,,ACB0010201
,,,,, BCS0030101 ,kg,3.18, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,3.18, raw_material ,,BCS0030201
,,,,, BSL0010101 ,kg,0.18, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,0.18, raw_material ,,BSL0010201
,,,,, BSS0020101 ,kg,0.84, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,0.84, raw_material ,,BSS0020201
,,,,, BTA0010101 ,kg,2.28, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,2.28, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,2.28, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,2.28, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.72, raw_material ,,BMS0010101
,,,,, BCN0160101 ,Pcs,"120,000.00", raw_material ,,BCN0160101
,,,,, BCN0160201 ,Pcs,"120,000.00", raw_material ,,BCN0160201
,,,,, LBK0090100 ,Pcs,480,kemas_primer,,LBK0090100
,,,,, CSG0010100 ,kg,0,kemas_primer,,CSG0010100
,,,,, LBK0020100 ,Pcs,120,kemas_primer,,LBK0020100
,,,,, CBR0490100 ,Pcs,121,kemas_sekunder,,CBR0490100
,,,,, CBR0490200 ,Pcs,121,kemas_sekunder,,CBR0490200
,,,,, CBR0490300 ,Pcs,121,kemas_sekunder,,CBR0490300
,,,,, CET0520100 ,Pcs,121,kemas_sekunder,,CET0520100
,,,,, CET0520200 ,Pcs,121,kemas_sekunder,,CET0520200
,,,,, CET0520300 ,Pcs,121,kemas_sekunder,,CET0520300
,,,,, CSH0250100 ,Pcs,5,kemas_sekunder,,CSH0250100
,,,,, LBK0100100 ,Pcs,6,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Chlorampenicol 250 mg Strip 12,Chlorampenicol 250 mg Strip 12,Kpsul,120000,, ACB0010101 ,kg,30, raw_material ,Normal,ACB0010101
,,,,, ACB0010201 ,kg,30, raw_material ,,ACB0010201
,,,,, BCS0030101 ,kg,3.18, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,3.18, raw_material ,,BCS0030201
,,,,, BSL0010101 ,kg,0.18, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,0.18, raw_material ,,BSL0010201
,,,,, BSS0020101 ,kg,0.84, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,0.84, raw_material ,,BSS0020201
,,,,, BTA0010101 ,kg,2.28, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,2.28, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,2.28, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,2.28, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.72, raw_material ,,BMS0010101
,,,,, BCN0150101 ,Pcs,"120,000.00", raw_material ,,BCN0150101
,,,,, CBA0010100 ,Roll,3,kemas_primer,,CBA0010100
,,,,, CFA0200100 ,Roll,3,kemas_primer,,CFA0200100
,,,,, CBR0500100 ,Pcs,"1,002",kemas_sekunder,,CBR0500100
,,,,, CBR0500200 ,Pcs,"1,002",kemas_sekunder,,CBR0500200
,,,,, CBR0500300 ,Pcs,"1,002",kemas_sekunder,,CBR0500300
,,,,, CIN0550100 ,Pcs,"1,001",kemas_sekunder,,CIN0550100
,,,,, CIN0550200 ,Pcs,"1,001",kemas_sekunder,,CIN0550200
,,,,, CIN0550300 ,Pcs,"1,001",kemas_sekunder,,CIN0550300
,,,,, CSH0190100 ,Pcs,10,kemas_sekunder,,CSH0190100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, LBK0100100 ,Pcs,21,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Erythromycin 250 mg Strip,Erythromycin 250 mg Strip,Kpsul,86480,, AES0010101 ,kg,30, raw_material ,Normal,AES0010101
,,,,, AES0010201 ,kg,30, raw_material ,,AES0010201
,,,,, AES0010301 ,kg,30, raw_material ,,AES0010301
,,,,, AES0010401 ,kg,30, raw_material ,,AES0010401
,,,,, AES0010501 ,kg,30, raw_material ,,AES0010501
,,,,, BCS0030101 ,kg,0.779, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,0.779, raw_material ,,BCS0030201
,,,,, BSL0010101 ,kg,1.038, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,1.038, raw_material ,,BSL0010201
,,,,, BSS0020101 ,kg,0.692, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,0.692, raw_material ,,BSS0020201
,,,,, BTA0010101 ,kg,1.038, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,1.038, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,1.038, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,1.038, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.519, raw_material ,,BMS0010101
,,,,, BCN0060101 ,Pcs,"86,480.00", raw_material ,,BCN0060101
,,,,, CBA0010100 ,Roll,2,kemas_primer,,CBA0010100
,,,,, CFA0210100 ,Roll,2,kemas_primer,,CFA0210100
,,,,, CBR0620100 ,Pcs,865,kemas_sekunder,,CBR0620100
,,,,, CBR0620200 ,Pcs,865,kemas_sekunder,,CBR0620200
,,,,, CBR0620300 ,Pcs,865,kemas_sekunder,,CBR0620300
,,,,, CIN0640100 ,Pcs,865,kemas_sekunder,,CIN0640100
,,,,, CIN0640200 ,Pcs,865,kemas_sekunder,,CIN0640200
,,,,, CIN0640300 ,Pcs,865,kemas_sekunder,,CIN0640300
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CSH0280100 ,Pcs,18,kemas_sekunder,,CSH0280100
,,,,, LBK0100100 ,Pcs,19,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Heparsan Pot 30,Heparsan Pot 30,Kpsul,60000,, ACD0010101 ,kg,3, raw_material ,Normal,ACD0010101
,,,,, ACX0010101 ,kg,3, raw_material ,,ACX0010101
,,,,, AAA0030101 ,kg,0.6, raw_material ,,AAA0030101
,,,,, ALP0020101 ,kg,18, raw_material ,,ALP0020101
,,,,, BSS0020101 ,kg,0.33, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,0.33, raw_material ,,BSS0020201
,,,,, BLA0010101 ,kg,3.99, raw_material ,,BLA0010101
,,,,, BMS0010101 ,kg,0.15, raw_material ,,BMS0010101
,,,,, BTA0010101 ,kg,0.93, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,0.93, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,0.93, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,0.93, raw_material ,,BTA0010401
,,,,, BCN0080101 ,Pcs,"60,000.00", raw_material ,,BCN0080101
,,,,, LBK0030100 ,Pcs,"2,000",kemas_primer,,LBK0030100
,,,,, CSG0010100 ,kg,2,kemas_primer,,CSG0010100
,,,,, CSE0010100 ,Pcs,"2,000",kemas_primer,,CSE0010100
,,,,, CET0710100 ,Pcs,"2,000",kemas_sekunder,,CET0710100
,,,,, CET0710200 ,Pcs,"2,000",kemas_sekunder,,CET0710200
,,,,, CIN0020100 ,Pcs,"2,000",kemas_sekunder,,CIN0020100
,,,,, CIN0020200 ,Pcs,"2,000",kemas_sekunder,,CIN0020200
,,,,, LBK0280100 ,Pcs,34,kemas_sekunder,,LBK0280100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Oximak Pot 30,Oximak Pot 30,Kpsul,100000,100.44%, ABC0010101 ,kg,0.3, raw_material ,Normal,ABC0010101
,,,,, ABC0010201 ,kg,0.3, raw_material ,,ABC0010201
,,,,, AVE0010101 ,kg,6.7, raw_material ,,AVE0010101
,,,,, AVE0010201 ,kg,6.7, raw_material ,,AVE0010201
,,,,, AAA0030101 ,kg,25, raw_material ,,AAA0030101
,,,,, LBB0020101 ,g,1, raw_material ,,LBB0020101
,,,,, AZS0010101 ,kg,2, raw_material ,,AZS0010101
,,,,, AYE0010101 ,kg,10, raw_material ,,AYE0010101
,,,,, AYE0010201 ,kg,10, raw_material ,,AYE0010201
,,,,, ALP0010101 ,kg,15, raw_material ,,ALP0010101
,,,,, BTA0010101 ,kg,1.2, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,1.2, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,1.2, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,1.2, raw_material ,,BTA0010401
,,,,, BCN0070101 ,Pcs,"100,000.00", raw_material ,,BCN0070101
,,,,, CBO0120100 ,Pcs,"3,333",kemas_primer,,CBO0120100
,,,,, CSG0010100 ,kg,3,kemas_primer,,CSG0010100
,,,,, CSE0010100 ,Pcs,"3,333",kemas_primer,,CSE0010100
,,,,, CET0860100 ,Pcs,"3,389",kemas_sekunder,,CET0860100
,,,,, CET0860200 ,Pcs,"3,389",kemas_sekunder,,CET0860200
,,,,, CIN0910100 ,Pcs,"3,333",kemas_sekunder,,CIN0910100
,,,,, CIN0910200 ,Pcs,"3,333",kemas_sekunder,,CIN0910200
,,,,, CBR0810100 ,Pcs,"3,333",kemas_sekunder,,CBR0810100
,,,,, CBR0810200 ,Pcs,"3,333",kemas_sekunder,,CBR0810200
,,,,, CBR0810300 ,Pcs,"3,333",kemas_sekunder,,CBR0810300
,,,,, CSH0190100 ,Pcs,28,kemas_sekunder,,CSH0190100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Phenytoin 100 mg Pot 100,Phenytoin 100 mg Pot 100,Kpsul,120000,, APS0010101 ,kg,12, raw_material ,Normal,APS0010101
,,,,, BMC0010101 ,kg,8.4, raw_material ,,BMC0010101
,,,,, BMC0010201 ,kg,8.4, raw_material ,,BMC0010201
,,,,, BSS0020101 ,kg,1.2, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,1.2, raw_material ,,BSS0020201
,,,,, BGP0020101 ,kg,3.6, raw_material ,,BGP0020101
,,,,, BMS0010101 ,kg,1.2, raw_material ,,BMS0010101
,,,,, BCN0160101 ,Pcs,"120,000.00", raw_material ,,BCN0160101
,,,,, BCN0160201 ,Pcs,"120,000.00", raw_material ,,BCN0160201
,,,,, LBK0090100 ,Pcs,"1,200",kemas_primer,,LBK0090100
,,,,, CSG0010100 ,kg,1,kemas_primer,,CSG0010100
,,,,, CBO0110100 ,Pcs,"1,200",kemas_primer,,CBO0110100
,,,,, CTB0080100 ,Pcs,"1,200",kemas_primer,,CTB0080100
,,,,, CET0920100 ,Pcs,"1,202",kemas_sekunder,,CET0920100
,,,,, CET0920200 ,Pcs,"1,202",kemas_sekunder,,CET0920200
,,,,, CBR0870100 ,Pcs,"1,201",kemas_sekunder,,CBR0870100
,,,,, CBR0870200 ,Pcs,"1,201",kemas_sekunder,,CBR0870200
,,,,, CBR0870300 ,Pcs,"1,201",kemas_sekunder,,CBR0870300
,,,,, CSH0130100 ,Pcs,12,kemas_sekunder,,CSH0130100
,,,,, LBK0150100 ,Pcs,12,kemas_sekunder,,LBK0150100
,,,,, LBK0100100 , lbr ,13,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Phenytoin 100 mg Pot 250,Phenytoin 100 mg Pot 250,Kpsul,120000,, BMC0010101 ,kg,8.4, raw_material ,Normal,BMC0010101
,,,,, BMC0010201 ,kg,8.4, raw_material ,,BMC0010201
,,,,, BCN0160101 ,Pcs,"120,000.00", raw_material ,,BCN0160101
,,,,, BCN0160201 ,Pcs,"120,000.00", raw_material ,,BCN0160201
,,,,, BGP0020101 ,kg,3.6, raw_material ,,BGP0020101
,,,,, BMS0010101 ,kg,1.2, raw_material ,,BMS0010101
,,,,, APS0010101 ,kg,12, raw_material ,,APS0010101
,,,,, BSS0020101 ,kg,1.2, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,1.2, raw_material ,,BSS0020201
,,,,, CBO0200100 ,Pcs,480,kemas_primer,,CBO0200100
,,,,, CTB0090100 ,Pcs,480,kemas_primer,,CTB0090100
,,,,, CSG0010100 ,kg,0,kemas_primer,,CSG0010100
,,,,, CBR0880100 ,Pcs,480,kemas_sekunder,,CBR0880100
,,,,, CBR0880200 ,Pcs,480,kemas_sekunder,,CBR0880200
,,,,, CBR0880300 ,Pcs,480,kemas_sekunder,,CBR0880300
,,,,, CET0930100 ,Pcs,480,kemas_sekunder,,CET0930100
,,,,, CET0930200 ,Pcs,480,kemas_sekunder,,CET0930200
,,,,, CET0930300 ,Pcs,480,kemas_sekunder,,CET0930300
,,,,, CSH0190100 ,Pcs,5,kemas_sekunder,,CSH0190100
Phenytoin 30 mg Pot 100,Phenytoin 30 mg Pot 100,Kpsul,100000,, APS0010101 ,kg,3, raw_material ,Normal,APS0010101
,,,,, BMC0010101 ,kg,10, raw_material ,,BMC0010101
,,,,, BMC0010201 ,kg,10, raw_material ,,BMC0010201
,,,,, BSS0020101 ,kg,3.5, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,3.5, raw_material ,,BSS0020201
,,,,, BMS0010101 ,kg,0.8, raw_material ,,BMS0010101
,,,,, BSL0010101 ,kg,4.7, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,4.7, raw_material ,,BSL0010201
,,,,, BCN0210101 ,Pcs,"100,000.00", raw_material ,,BCN0210101
,,,,, BCN0210201 ,Pcs,"100,000.00", raw_material ,,BCN0210201
,,,,, LBK0090100 ,Pcs,"1,000",kemas_primer,,LBK0090100
,,,,, CSG0010100 ,kg,1,kemas_primer,,CSG0010100
,,,,, CBO0110100 ,Pcs,"1,000",kemas_primer,,CBO0110100
,,,,, CTB0080100 ,Pcs,"1,000",kemas_primer,,CTB0080100
,,,,, CET0940100 ,Pcs,"1,002",kemas_sekunder,,CET0940100
,,,,, CET0940200 ,Pcs,"1,002",kemas_sekunder,,CET0940200
,,,,, CBR0870100 ,Pcs,"1,001",kemas_sekunder,,CBR0870100
,,,,, CBR0870200 ,Pcs,"1,001",kemas_sekunder,,CBR0870200
,,,,, CBR0870300 ,Pcs,"1,001",kemas_sekunder,,CBR0870300
,,,,, CSH0130100 ,Pcs,10,kemas_sekunder,,CSH0130100
,,,,, LBK0150100 ,Pcs,10,kemas_sekunder,,LBK0150100
,,,,, LBK0100100 , lbr ,11,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Phenytoin 30 mg Pot 250,Phenytoin 30 mg Pot 250,Kpsul,100000,, BMC0010101 ,kg,10, raw_material ,Normal,BMC0010101
,,,,, BMC0010201 ,kg,10, raw_material ,,BMC0010201
,,,,, BMS0010101 ,kg,0.8, raw_material ,,BMS0010101
,,,,, APS0010101 ,kg,3, raw_material ,,APS0010101
,,,,, BSL0010101 ,kg,4.7, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,4.7, raw_material ,,BSL0010201
,,,,, BSS0020101 ,kg,3.5, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,3.5, raw_material ,,BSS0020201
,,,,, BCN0210101 ,Pcs,"100,000.00", raw_material ,,BCN0210101
,,,,, BCN0210201 ,Pcs,"100,000.00", raw_material ,,BCN0210201
,,,,, CBO0200100 ,Pcs,400,kemas_primer,,CBO0200100
,,,,, CTB0090100 ,Pcs,400,kemas_primer,,CTB0090100
,,,,, CSG0010100 ,kg,0,kemas_primer,,CSG0010100
,,,,, CBR0880100 ,Pcs,480,kemas_sekunder,,CBR0880100
,,,,, CBR0880200 ,Pcs,480,kemas_sekunder,,CBR0880200
,,,,, CBR0880300 ,Pcs,480,kemas_sekunder,,CBR0880300
,,,,, CET0950100 ,Pcs,480,kemas_sekunder,,CET0950100
,,,,, CET0950200 ,Pcs,480,kemas_sekunder,,CET0950200
,,,,, CET0950300 ,Pcs,480,kemas_sekunder,,CET0950300
,,,,, CSH0190100 ,Pcs,5,kemas_sekunder,,CSH0190100
Tetracycline 250 mg Pot 1000,Tetracycline 250 mg Pot 1000,Kpsul,120000,, ATH0010101 ,kg,30, raw_material ,Normal,ATH0010101
,,,,, ATH0010201 ,kg,30, raw_material ,,ATH0010201
,,,,, BCS0030101 ,kg,1.401, raw_material ,,BCS0030101
,,,,, BCS0030201 ,kg,1.401, raw_material ,,BCS0030201
,,,,, BTA0010101 ,kg,1.845, raw_material ,,BTA0010101
,,,,, BTA0010201 ,kg,1.845, raw_material ,,BTA0010201
,,,,, BTA0010301 ,kg,1.845, raw_material ,,BTA0010301
,,,,, BTA0010401 ,kg,1.845, raw_material ,,BTA0010401
,,,,, BMS0010101 ,kg,0.115, raw_material ,,BMS0010101
,,,,, BCN0170101 ,Pcs,"120,000.00", raw_material ,,BCN0170101
,,,,, LBK0090100 ,Pcs,120,kemas_primer,,LBK0090100
,,,,, CSG0010100 ,kg,0,kemas_primer,,CSG0010100
,,,,, LBK0020100 ,Pcs,120,kemas_primer,,LBK0020100
,,,,, CBR0970100 ,Pcs,121,kemas_sekunder,,CBR0970100
,,,,, CBR0970200 ,Pcs,121,kemas_sekunder,,CBR0970200
,,,,, CBR0970300 ,Pcs,121,kemas_sekunder,,CBR0970300
,,,,, CET1070100 ,Pcs,121,kemas_sekunder,,CET1070100
,,,,, CET1070200 ,Pcs,121,kemas_sekunder,,CET1070200
,,,,, CET1070300 ,Pcs,121,kemas_sekunder,,CET1070300
,,,,, CSH0250100 ,Pcs,5,kemas_sekunder,,CSH0250100
,,,,, LBK0100100 ,Pcs,6,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Zentropil 100 mg Blister,Zentropil 100 mg Blister,Kpsul,120000,, APS0010101 ,kg,12, raw_material ,,APS0010101
,,,,, BMC0010101 ,kg,8.4, raw_material ,,BMC0010101
,,,,, BMC0010201 ,kg,8.4, raw_material ,,BMC0010201
,,,,, BSS0020101 ,kg,1.2, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,1.2, raw_material ,,BSS0020201
,,,,, BGP0020101 ,kg,3.6, raw_material ,,BGP0020101
,,,,, BMS0010101 ,kg,1.2, raw_material ,,BMS0010101
,,,,, BCN0200101 ,Pcs,"120,000.00", raw_material ,,BCN0200101
Zentropil 100 mg Pot 250,Zentropil 100 mg Pot 250,Kpsul,120000,, APS0010101 ,kg,12, raw_material ,Normal,APS0010101
,,,,, BMC0010101 ,kg,8.4, raw_material ,,BMC0010101
,,,,, BMC0010201 ,kg,8.4, raw_material ,,BMC0010201
,,,,, BSS0020101 ,kg,1.2, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,1.2, raw_material ,,BSS0020201
,,,,, BGP0020101 ,kg,3.6, raw_material ,,BGP0020101
,,,,, BMS0010101 ,kg,1.2, raw_material ,,BMS0010101
,,,,, BCN0200101 ,Pcs,"120,000.00", raw_material ,,BCN0200101
,,,,, LBK0090100 ,Pcs,480, raw_material ,,LBK0090100
,,,,, CSG0010100 ,kg,0,kemas_primer,,CSG0010100
,,,,, CBO0220100 ,Pcs,480,kemas_primer,,CBO0220100
,,,,, CET1140100 ,Pcs,480,kemas_sekunder,,CET1140100
,,,,, CET1140200 ,Pcs,480,kemas_sekunder,,CET1140200
,,,,, CET1140300 ,Pcs,480,kemas_sekunder,,CET1140300
,,,,, CBR1060100 ,Pcs,480,kemas_sekunder,,CBR1060100
,,,,, CBR1060200 ,Pcs,480,kemas_sekunder,,CBR1060200
,,,,, CBR1060300 ,Pcs,480,kemas_sekunder,,CBR1060300
,,,,, CSH0190100 , bh ,10,kemas_sekunder,,CSH0190100
,,,,, LBK0100100 , lbr ,10,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Zentropil 30 mg Pot 250,Zentropil 30 mg Pot 250,Kpsul,100000,, APS0010101 ,kg,3, raw_material ,Normal,APS0010101
,,,,, BMC0010101 ,kg,10, raw_material ,,BMC0010101
,,,,, BMC0010201 ,kg,10, raw_material ,,BMC0010201
,,,,, BSS0020101 ,kg,3.5, raw_material ,,BSS0020101
,,,,, BSS0020201 ,kg,3.5, raw_material ,,BSS0020201
